Ort;Plz;Bundesland
Bechtsrieth;92699;BY
Beckdorf;21643;NI
Beckedorf;31699;NI
Beckedorfer Schacht;31698;NI
Beckeln;27243;NI
Beckendorf;39393;ST
Beckenhof;66955;RP
Beckenkrug;17194;MV
Beckentin;19300;MV
Beckingen;66701;SL
Beckum;59269;NW
Bedburg;50181;NW
Bedburg-Hau;47551;NW
Bedesbach;66885;RP
Beedenbostel;29355;NI
Beelen;48361;NW
Beelitz;14547;BB
Beelitz;39596;ST
Beendorf;39343;ST
Beenz;17258;BB
Beerbaum;16259;BB
Beerfelde;15518;BB
Beerfelden;64743;HE
Beesdau;15926;BB
Beesenlaublingen;6425;ST
Beesenstedt;6198;ST
Beeskow;15848;BB
Beesten;49832;NI
Beestland;17111;MV
Beetz;16766;BB
Beetzendorf;38489;ST
Beggerow;17111;MV
Behlendorf;23919;SH
Behlow;15868;BB
Behnkendorf;18510;MV
Behnsdorf;39356;ST
Behrendorf;25850;SH
Behrendorf;39606;ST
Behrenhoff;17498;MV
Behren-Lübchin;17179;MV
Behrensdorf;15864;BB
Behrensdorf;24321;SH
Behringen;99326;TH
Behringen;99947;TH
Behringer Schenke;99326;TH
Behrungen;98631;TH
Bei den Tongruben;63543;HE
Beicha;4720;SN
Beichlingen;99625;TH
Beidendorf;23996;MV
Beidenfleth;25573;SH
Beierfeld;8340;SN
Beiersdorf;2736;SN
Beiersdorf;4924;BB
Beiersdorf;16259;BB
Beierstedt;38382;NI
Beilingen;54662;RP
Beilngries;92339;BY
Beilrode;4886;SN
Beilstein;56814;RP
Beilstein;71717;BW
Beimerstetten;89179;BW
Beindersheim;67259;RP
Beinerstadt;98660;TH
Beinhausen;54552;RP
Bekdorf;25554;SH
Bekmünde;25524;SH
Bekond;54340;RP
Belau;24601;SH
Beldorf;25557;SH
Belg;56858;RP
Belgern;4874;SN
Belgershain;4683;SN
Belgweiler;55469;RP
Bell;56288;RP
Bell;56745;RP
Belleben;6425;ST
Bellenberg;89287;BY
Bellers;36208;HE
Bellevue;74357;BW
Bellheim;76756;RP
Bellin;18292;MV
Belling;17309;MV
Bellingen;39579;ST
Bellingen;56459;RP
Bellstedt;99713;TH
Belm;49191;NI
Below;17209;MV
Belrieth;98617;TH
Belsch;19230;MV
Belsdorf;39356;ST
Beltheim;56290;RP
Belum;21785;NI
Belzhof;73494;BW
Belzig;14806;BB
Bembermühle;56203;RP
Bembsmühle;56170;RP
Bempflingen;72658;BW
Benckendorf;23942;MV
Bendeleben;99706;TH
Bendelin;19339;BB
Bendestorf;21227;NI
Bendfeld;24217;SH
Bendhof;19205;MV
Bendorf;25557;SH
Bendorf;56170;RP
Benediktbeuern;83671;BY
Bengel;54538;RP
Benitz;18258;MV
Benjental;67435;RP
Benken;14806;BB
Benkendorf;29416;ST
Benkendorf b Salzmünde;6179;ST
Benndorf;6308;ST
Benneckenstein;38877;ST
Bennewitz;4828;SN
Bennhausen;67808;RP
Bennin;19260;MV
Benningen;71726;BW
Benningen;87734;BY
Bennstedt;6179;ST
Bennungen;6536;ST
Benratherhof;54314;RP
Bensdorf;14789;BB
Benshausen;98554;TH
Bensheim;64625;HE
Bentwisch;18182;MV
Bentwisch;19322;BB
Bentzin;17129;MV
Benz;17429;MV
Benz;19249;MV
Benz;23970;MV
Benzin;19217;MV
Benzweiler;55494;RP
Beratzhausen;93176;BY
Berbisdorf;1471;SN
Berching;92334;BY
Berchtesgaden;83471;BY
Bereborn;56769;RP
Berenbach;56766;RP
Berenbrock;39638;ST
Berendshagen;18239;MV
Berg;53505;RP
Berg;56357;RP
Berg;76768;RP
Berg;82335;BY
Berg;83362;BY
Berg;83546;BY
Berg;88276;BW
Berg;92348;BY
Berg;95180;BY
Berg im Gau;86562;BY
Berga;6536;ST
Berga;7980;TH
Bergatreute;88368;BW
Berge;14641;BB
Berge;19348;BB
Berge;39638;ST
Berge;49626;NI
Bergen;3246;BB
Bergen;8239;SN
Bergen;18528;MV
Bergen;29303;NI
Bergen;29468;NI
Bergen;55608;RP
Bergen;83346;BY
Bergen;91790;BY
Bergenhausen;55469;RP
Bergenhusen;24861;SH
Bergerdamm;14641;BB
Bergerhof;56379;RP
Bergewöhrden;25779;SH
Bergfeld;38467;NI
Bergfelde;16562;BB
Berghaupten;77791;BW
Berghausen;56368;RP
Bergheim;50126;NW
Bergheim;50127;NW
Bergheim;50129;NW
Bergheim;86673;BY
Berghof;73249;BW
Bergholz;14806;BB
Bergholz;17321;MV
Bergholz-Rehbrücke;14558;BB
Berghülen;89180;BW
Bergisch Gladbach;51427;NW
Bergisch Gladbach;51429;NW
Bergisch Gladbach;51465;NW
Bergisch Gladbach;51467;NW
Bergisch Gladbach;51469;NW
Bergisdorf;6712;ST
Bergkamen;59192;NW
Bergkirchen;85232;BY
Berglage;49459;NI
Berglangenbach;55776;RP
Berglen;73663;BW
Berglern;85459;BY
Berglicht;54426;RP
Bergmühle;67823;RP
Bergneustadt;51702;NW
Bergrade Dorf;19374;MV
Bergrheinfeld;97493;BY
Bergschäferei;15377;BB
Bergsdorf;16775;BB
Bergtheim;97241;BY
Bergweiler;54518;RP
Bergwitz;6773;ST
Bergzow;39307;ST
Beringstedt;25575;SH
Berka;99837;TH
Berka v d Hainich;99826;TH
Berkach;98631;TH
Berkatal;37297;HE
Berkau;39624;ST
Berkenbrück;15518;BB
Berkenthin;23919;SH
Berkheim;88450;BW
Berkholz-Meyenburg;16306;BB
Berkoth;54673;RP
Berlin;10115;BE
Berlin;10117;BE
Berlin;10119;BE
Berlin;10178;BE
Berlin;10179;BE
Berlin;10243;BE
Berlin;10245;BE
Berlin;10247;BE
Berlin;10249;BE
Berlin;10315;BE
Berlin;10317;BE
Berlin;10318;BE
Berlin;10319;BE
Berlin;10365;BE
Berlin;10367;BE
Berlin;10369;BE
Berlin;10405;BE
Berlin;10407;BE
Berlin;10409;BE
Berlin;10435;BE
Berlin;10437;BE
Berlin;10439;BE
Berlin;10551;BE
Berlin;10553;BE
Berlin;10555;BE
Berlin;10557;BE
Berlin;10559;BE
Berlin;10585;BE
Berlin;10587;BE
Berlin;10589;BE
Berlin;10623;BE
Berlin;10625;BE
Berlin;10627;BE
Berlin;10629;BE
Berlin;10707;BE
Berlin;10709;BE
Berlin;10711;BE
Berlin;10713;BE
Berlin;10715;BE
Berlin;10717;BE
Berlin;10719;BE
Berlin;10777;BE
Berlin;10779;BE
Berlin;10781;BE
Berlin;10783;BE
Berlin;10785;BE
Berlin;10787;BE
Berlin;10789;BE
Berlin;10823;BE
Berlin;10825;BE
Berlin;10827;BE
Berlin;10829;BE
Berlin;10961;BE
Berlin;10963;BE
Berlin;10965;BE
Berlin;10967;BE
Berlin;10969;BE
Berlin;10997;BE
Berlin;10999;BE
Berlin;12043;BE
Berlin;12045;BE
Berlin;12047;BE
Berlin;12049;BE
Berlin;12051;BE
Berlin;12053;BE
Berlin;12055;BE
Berlin;12057;BE
Berlin;12059;BE
Berlin;12099;BE
Berlin;12101;BE
Berlin;12103;BE
Berlin;12105;BE
Berlin;12107;BE
Berlin;12109;BE
Berlin;12157;BE
Berlin;12159;BE
Berlin;12161;BE
Berlin;12163;BE
Berlin;12165;BE
Berlin;12167;BE
Berlin;12169;BE
Berlin;12203;BE
Berlin;12205;BE
Berlin;12207;BE
Berlin;12209;BE
Berlin;12247;BE
Berlin;12249;BE
Berlin;12277;BE
Berlin;12279;BE
Berlin;12305;BE
Berlin;12307;BE
Berlin;12309;BE
Berlin;12347;BE
Berlin;12349;BE
Berlin;12351;BE
Berlin;12353;BE
Berlin;12355;BE
Berlin;12357;BE
Berlin;12359;BE
Berlin;12435;BE
Berlin;12437;BE
Berlin;12439;BE
Berlin;12459;BE
Berlin;12487;BE
Berlin;12489;BE
Berlin;12524;BE
Berlin;12526;BE
Berlin;12527;BE
Berlin;12555;BE
Berlin;12557;BE
Berlin;12559;BE
Berlin;12587;BE
Berlin;12589;BE
Berlin;12619;BE
Berlin;12621;BE
Berlin;12623;BE
Berlin;12627;BE
Berlin;12629;BE
Berlin;12679;BE
Berlin;12681;BE
Berlin;12683;BE
Berlin;12685;BE
Berlin;12687;BE
Berlin;12689;BE
Berlin;13051;BE
Berlin;13053;BE
Berlin;13055;BE
Berlin;13057;BE
Berlin;13059;BE
Berlin;13086;BE
Berlin;13088;BE
Berlin;13089;BE
Berlin;13125;BE
Berlin;13127;BE
Berlin;13129;BE
Berlin;13156;BE
Berlin;13158;BE
Berlin;13159;BE
Berlin;13187;BE
Berlin;13189;BE
Berlin;13347;BE
Berlin;13349;BE
Berlin;13351;BE
Berlin;13353;BE
Berlin;13355;BE
Berlin;13357;BE
Berlin;13359;BE
Berlin;13403;BE
Berlin;13405;BE
Berlin;13407;BE
Berlin;13409;BE
Berlin;13435;BE
Berlin;13437;BE
Berlin;13439;BE
Berlin;13465;BE
Berlin;13467;BE
Berlin;13469;BE
Berlin;13503;BE
Berlin;13505;BE
Berlin;13507;BE
Berlin;13509;BE
Berlin;13581;BE
Berlin;13583;BE
Berlin;13585;BE
Berlin;13587;BE
Berlin;13589;BE
Berlin;13591;BE
Berlin;13593;BE
Berlin;13595;BE
Berlin;13597;BE
Berlin;13599;BE
Berlin;13627;BE
Berlin;13629;BE
Berlin;14050;BE
Berlin;14052;BE
Berlin;14053;BE
Berlin;14055;BE
Berlin;14057;BE
Berlin;14059;BE
Berlin;14089;BE
Berlin;14109;BE
Berlin;14129;BE
Berlin;14163;BE
Berlin;14165;BE
Berlin;14167;BE
Berlin;14169;BE
Berlin;14193;BE
Berlin;14195;BE
Berlin;14197;BE
Berlin;14199;BE
Berlinchen;16909;BB
Berlingen;54570;RP
Berlingerode;37339;TH
Berlstedt;99439;TH
Bermatingen;88697;BW
Bermbach;36419;TH
Bermbach;98587;TH
Bermel;56729;RP
Bermersheim;55234;RP
Bermersheim;67593;RP
Bernau;16321;BB
Bernau;79872;BW
Bernau;83233;BY
Bernbeuren;86975;BY
Bernburg;6406;ST
Berndorf;54578;RP
Berndroth;56370;RP
Berne;27804;NI
Berneck;73312;BW
Berngau;92361;BY
Bernhalden;71560;BW
Bernhardswald;93170;BY
Bernheide;19309;BB
Bernitt;18249;MV
Bernkastel-Kues;54470;RP
Bernöwe;16515;BB
Bernried;82347;BY
Bernried;94505;BY
Bernsbach;8315;SN
Bernsdorf;2994;SN
Bernsdorf;4916;BB
Bernsdorf;7318;TH
Bernsdorf;9337;SN
Bernsgrün;7952;TH
Bernstadt;2748;SN
Bernstadt;89182;BW
Bernstorf;19246;MV
Bernstorf;23936;MV
Bernterode;37308;TH
Bernterode;37355;TH
Berod;56414;RP
Berod;57614;RP
Berscheid;54673;RP
Berschweiler;55608;RP
Berschweiler;55777;RP
Bersenbrück;49593;NI
Berßel;38835;ST
Berthelsdorf;2747;SN
Bertholling;94565;BY
Bertikow;17291;BB
Bertingen;39517;ST
Bertkow;39596;ST
Bertsdorf-Hörnitz;2763;SN
Berumbur;26524;NI
Berzhahn;56459;RP
Berzhausen;57632;RP
Besandten;19309;BB
Bescheid;54413;RP
Beschendorf;23738;SH
Besdorf;25584;SH
Beselich;65614;HE
Besenthal;23899;SH
Beseritz;17039;MV
Besigheim;74354;BW
Besitz;19258;MV
Bessenbach;63856;BY
Bestenrade;19217;MV
Bestensee;15741;BB
Bestwig;59909;NW
Bethanien;8258;SN
Bethau;6925;ST
Betheln;31032;NI
Bethenhausen;7554;TH
Betteldorf;54570;RP
Betten;3238;BB
Bettendorf;56355;RP
Bettenfeld;54533;RP
Bettenhausen;98617;TH
Bettingen;54646;RP
Betzdorf;57518;RP
Betzendorf;21386;NI
Betzenhausen;87743;BY
Betzenstein;91282;BY
Betzenweiler;88422;BW
Betzigau;87488;BY
Betzin;16833;BB
Betzweiler-Wälde;72291;BW
Beucha;4824;SN
Beuchow;18581;MV
Beuernfeld;99819;TH
Beughorst;18314;MV
Beulbar-Ilmsdorf;7616;TH
Beulich;56283;RP
Beulwitz;7318;TH
Beuna;6217;ST
Beuren;37327;TH
Beuren;54413;RP
Beuren;56825;RP
Beuren;72660;BW
Beurenermühle;56864;RP
Beuron;88631;BW
Beuster;39615;ST
Beutel;17268;BB
Beutelsbach;94501;BY
Beutelsdorf;7407;TH
Beutenmühle;73547;BW
Beutersitz;4924;BB
Beveringen;16928;BB
Bevern;25355;SH
Bevern;37639;NI
Beverstedt;27616;NI
Beverungen;37688;NW
Bexbach;66450;SL
Beyern;4895;BB
Beyernaumburg;6528;ST
Bias;39264;ST
Biberach;77781;BW
Biberach;88400;BW
Biberau;98666;TH
Biberbach;86485;BY
Bibersohl;73566;BW
Bibertal;89346;BY
Biblis;68647;HE
Bibow;19417;MV
Bibra;7768;TH
Bibra;98631;TH
Biburg;83546;BY
Biburg;93354;BY
Bichl;83673;BY
Bichl;83739;BY
Bicken;24392;SH
Bickenbach;56291;RP
Bickenbach;64404;HE
Bickendorf;54636;RP
Bickenriede;99976;TH
Bickhusen;19258;MV
Bidingen;87651;BY
Biebelnheim;55234;RP
Biebelried;97318;BY
Biebelsheim;55546;RP
Bieberehren;97243;BY
Biebergemünd;63599;HE
Biebern;55471;RP
Biebersdorf;15913;BB
Bieberstein;9629;SN
Biebertal;35444;HE
Biebesheim;64584;HE
Biebing;83565;BY
Biebrich;56370;RP
Biedenkopf;35216;HE
Biederbach;79215;BW
Biederitz;39175;ST
Biedershausen;66917;RP
Biedesheim;67308;RP
Biegen;15236;BB
Biehlen;1945;BB
Biehlerhof;66996;RP
Bielefeld;33602;NW
Bielefeld;33604;NW
Bielefeld;33605;NW
Bielefeld;33607;NW
Bielefeld;33609;NW
Bielefeld;33611;NW
Bielefeld;33613;NW
Bielefeld;33615;NW
Bielefeld;33617;NW
Bielefeld;33619;NW
Bielefeld;33647;NW
Bielefeld;33649;NW
Bielefeld;33659;NW
Bielefeld;33689;NW
Bielefeld;33699;NW
Bielefeld;33719;NW
Bielefeld;33729;NW
Bielefeld;33739;NW
Bielen;99735;TH
Biendorf;6408;ST
Biendorf;18230;MV
Bienenbüttel;29553;NI
Bienstädt;99100;TH
Biere;39221;ST
Biermühle;54533;RP
Biersackschlag;93195;BY
Bierschbacher Mühle;53520;RP
Biersdorf am See;54636;RP
Bierstedt;29416;ST
Biesdorf;54675;RP
Biesenbrow;16278;BB
Biesendahlshof;16306;BB
Biesenrode;6343;ST
Biesenthal;16359;BB
Biessenhofen;87640;BY
Biesterholz;16928;BB
Bietigheim;76467;BW
Bietigheim-Bissingen;74321;BW
Bietikow;17291;BB
Bilkheim;56414;RP
Billeben;99713;TH
Billerbeck;48727;NW
Billigheim;74842;BW
Billigheim-Ingenheim;76831;RP
Billroda;6647;ST
Bilsen;25485;SH
Bilshausen;37434;NI
Bilzingsleben;6578;TH
Bimöhlen;24576;SH
Binau;74862;BW
Binde;29416;ST
Bindfelde;39590;ST
Bindlach;95463;BY
Bindow;15754;BB
Bingen;55411;RP
Bingen;72511;BW
Bingenheimer Mühle;61203;HE
Binnen;31619;NI
Binningen;56754;RP
Binnrot;88450;BW
Binsfeld;54518;RP
Binswangen;86637;BY
Binzen;79589;BW
Bippen;49626;NI
Birenbach;73102;BW
Birgel;54587;RP
Birgland;92262;BY
Birkachhof;71364;BW
Birkenau;69488;HE
Birkenbeul;57589;RP
Birkenfeld;55765;RP
Birkenfeld;75217;BW
Birkenfeld;97834;BY
Birkenfelde;16928;BB
Birkenfelde;37318;TH
Birkenhain;14979;BB
Birkenheide;67134;RP
Birkenhof;55469;RP
Birken-Honigsessen;57587;RP
Birkenhördt;76889;RP
Birkenhügel;7366;TH
Birkenschäferei;6528;ST
Birkenstein;15366;BB
Birkenstöcke;63699;HE
Birkenteich;73566;BW
Birkenwerder;16547;BB
Birkheim;56291;RP
Birkhof;73553;BW
Birkhof;88441;BW
Birkholz;15748;BB
Birkholz;15831;BB
Birkholz;15848;BB
Birkholz;19357;BB
Birkholz;39517;ST
Birkhorst;14547;BB
Birkigt;7336;TH
Birkungen;37327;TH
Birkweiler;76831;RP
Birlenbach;65626;RP
Birnbach;57612;RP
Birnbach;84419;BY
Birresborn;54574;RP
Birstein;63633;HE
Birtlingen;54634;RP
Birx;98634;TH
Bischberg;96120;BY
Bischbrunn;97836;BY
Bischdorf;3205;BB
Bischhagen;37308;TH
Bischheim;67294;RP
Bischheim-Häslich;1920;SN
Bischoffen;35649;HE
Bischofferode;37345;TH
Bischofrod;98553;TH
Bischofroda;99826;TH
Bischofrode;6295;ST
Bischofsgrün;95493;BY
Bischofsheim;65474;HE
Bischofsheim;97653;BY
Bischofsmais;94253;BY
Bischofswerda;1877;SN
Bischofswiesen;83483;BY
Bischweier;76476;BW
Bisingen;72406;BW
Bismarckquelle;21521;SH
Bismark;17322;MV
Bismark;39629;ST
Bispingen;29646;NI
Bissee;24582;SH
Bissendorf;49143;NI
Bissersheim;67281;RP
Bissingen;73266;BW
Bissingen;86657;BY
Bistensee;24358;SH
Bisterschied;67806;RP
Bitburg;54634;RP
Bitter;19273;NI
Bitterfeld;6749;ST
Bittkau;39517;ST
Bitz;72475;BW
Bitzen;57539;RP
Blaibach;93476;BY
Blaichach;87544;BY
Blandikow;16909;BB
Blangenmoorfeld;25715;SH
Blankenbach;63825;BY
Blankenberg;7366;TH
Blankenberg;16845;BB
Blankenberg;19412;MV
Blankenburg;17291;BB
Blankenburg;38889;ST
Blankenburg;99955;TH
Blankenfelde;15827;BB
Blankenförde;17237;MV
Blankenhagen;18182;MV
Blankenhain;99444;TH
Blankenheim;6528;ST
Blankenheim;53945;NW
Blankenhof;17039;MV
Blankenrath;56865;RP
Blankensee;14959;BB
Blankensee;17237;MV
Blankensee;17322;MV
Blankenstein;7366;TH
Blasdorf;15868;BB
Blaubach;66869;RP
Blaubeuren;89143;BW
Blaueishütte;83486;BY
Blauenthal;8318;SN
Blaues Glück;7338;TH
Blaufelden;74572;BW
Blaustein;89134;BW
Blechhammer;8309;SN
Bleckede;21354;NI
Bleckederwerder;19273;MV
Bleckenrode;37339;TH
Bleckhausen;54570;RP
Bleckhausener Mühle;54570;RP
Bleialf;54608;RP
Bleicherode;99752;TH
Blekendorf;24327;SH
Blender;27337;NI
Blengow;18230;MV
Blesendorf;16909;BB
Blesewitz;17392;MV
Bleyen;15328;BB
Blick;24392;SH
Bliedersdorf;21640;NI
Bliederstedt;99718;TH
Blieschendorf;23936;MV
Bliesdorf;16269;BB
Bliesendorf;14542;BB
Blieskastel;66440;SL
Bliestorf;23847;SH
Blievenstorf;19306;MV
Blindham;85655;BY
Blindheim;89434;BY
Blindow;17291;BB
Blochwitz;1561;SN
Bloischdorf;3130;BB
Blomberg;26487;NI
Blomberg;32825;NW
Blomesche Wildnis;25348;SH
Blönsdorf;14913;BB
Blossin;15754;BB
Blowatz;23974;MV
Blumberg;16306;BB
Blumberg;16356;BB
Blumberg;78176;BW
Blumenaue;16845;BB
Blumenhagen;16306;BB
Blumenhagen;17337;MV
Blumenholz;17237;MV
Blumenow;16775;BB
Blumenthal;16928;BB
Blumenthal;24241;SH
Blunk;23813;SH
Blüssen;23923;MV
Blütenberg;16230;BB
Blüthen;19357;BB
Bobbau;6766;ST
Bobeck;7646;TH
Bobenheim am Berg;67273;RP
Bobenheim-Roxheim;67240;RP
Bobenneukirchen;8606;SN
Bobenthal;76891;RP
Boberow;19357;BB
Böbing;82389;BY
Bobingen;86399;BY
Böbingen;67482;RP
Böbingen;73560;BW
Bobitz;23996;MV
Böblingen;71032;BW
Böblingen;71034;BW
Boblitz;3222;BB
Böbrach;94255;BY
Bobritzsch;9627;SN
Bobzin;19230;MV
Böchingen;76833;RP
Bocholt;46395;NW
Bocholt;46397;NW
Bocholt;46399;NW
Bochow;14550;BB
Bochow;14913;BB
Bochum;44787;NW
Bochum;44789;NW
Bochum;44791;NW
Bochum;44793;NW
Bochum;44795;NW
Bochum;44797;NW
Bochum;44799;NW
Bochum;44801;NW
Bochum;44803;NW
Bochum;44805;NW
Bochum;44807;NW
Bochum;44809;NW
Bochum;44866;NW
Bochum;44867;NW
Bochum;44869;NW
Bochum;44879;NW
Bochum;44892;NW
Bochum;44894;NW
Bocka;7589;TH
Bockau;8324;SN
Böcke;14778;BB
Bockelnhagen;37345;TH
Bockelwitz;4703;SN
Bockenau;55595;RP
Bockenem;31167;NI
Bockenheim;67278;RP
Bockhorn;26345;NI
Bockhorn;85461;BY
Bockhorst;26897;NI
Bockstadt;98673;TH
Bockwitz;4680;SN
Böddensell;39359;ST
Boddin;16928;BB
Boddin;17179;MV
Boddin;19243;MV
Bodelshausen;72411;BW
Bodelwitz;7381;TH
Boden;56412;RP
Bodenbach;1683;SN
Bodenbach;53539;RP
Bodenfelde;37194;NI
Bodenheim;55294;RP
Bodenkirchen;84155;BY
Bodenmais;94249;BY
Bodenrode;37308;TH
Bodensee;37434;NI
Bodenwerder;37619;NI
Bodenwöhr;92439;BY
Bödingerhof;66500;RP
Bodman-Ludwigshafen;78351;BW
Bodnegg;88285;BW
Bodolz;88131;BY
Bodstedt;18356;MV
Böel;24401;SH
Böelnorderfeld;24405;SH
Boen;26831;NI
Boffzen;37691;NI
Bogel;56357;RP
Bogen;94327;BY
Böhen;87736;BY
Böhla;1561;SN
Böhlen;1594;SN
Böhlen;4564;SN
Böhlen;4668;SN
Böhlen;98701;TH
Böhlendorf;18334;MV
Böhl-Iggelheim;67459;RP
Böhme;29693;NI
Böhmenkirch;89558;BW
Böhmfeld;85113;BY
Bohmstedt;25853;SH
Bohmte;49163;NI
Bohnenburg;19273;NI
Böhnhusen;24220;SH
Bohsdorf;3130;BB
Boienhagen;23936;MV
Boiensdorf;23974;MV
Boissow;19246;MV
Boitin;18249;MV
Boitin-Resdorf;23923;MV
Boitze;21368;NI
Boitzenburger Land;17268;BB
Boize;19246;MV
Boizenburg;19258;MV
Bokel;24802;SH
Bokel;25364;SH
Bokel;27616;NI
Bokelhoop;24797;SH
Bokelrehm;25596;SH
Böken;19069;MV
Bökensberg;23717;SH
Bokensdorf;38556;NI
Bokholt-Hanredder;25335;SH
Bokhorst;25560;SH
Boklund;24848;SH
Böklund;24860;SH
Boksee;24220;SH
Bolanden;67295;RP
Bolanderhof;67292;RP
Boldekow;17392;MV
Bölkendorf;16248;BB
Boll;73087;BW
Bolland;18233;MV
Bollberg;7646;TH
Bollbrücke;18209;MV
Böllen;79677;BW
Bollenbach;55624;RP
Böllenborn;76887;RP
Bollendorf;54669;RP
Bollensdorf;15936;BB
Bolleroda;99819;TH
Bollersdorf;15377;BB
Bollewick;17207;MV
Bollingstedt;24855;SH
Bollmannsruh;14778;BB
Bollschweil;79283;BW
Bollweg;24640;SH
Bölsberg;57648;RP
Bolschwitz;3205;BB
Bölsdorf;39517;ST
Bolsterlang;87538;BY
Bolz;19406;MV
Bölzke;16928;BB
Bomlitz;29699;NI
Boms;88361;BW
Bomsdorf;15898;BB
Bondelum;25850;SH
Bondorf;71149;BW
Bönebüttel;24620;SH
Bonefeld;56579;RP
Bönen;59199;NW
Bonerath;54316;RP
Bonese;29413;ST
Bongard;53539;RP
Bönitz;4924;BB
Bonn;53111;NW
Bonn;53113;NW
Bonn;53115;NW
Bonn;53117;NW
Bonn;53119;NW
Bonn;53121;NW
Bonn;53123;NW
Bonn;53125;NW
Bonn;53127;NW
Bonn;53129;NW
Bonn;53173;NW
Bonn;53175;NW
Bonn;53177;NW
Bonn;53179;NW
Bonn;53225;NW
Bonn;53227;NW
Bonn;53229;NW
Bonndorf;79848;BW
Bonnhagen;23936;MV
Bönnigheim;74357;BW
Bönningstedt;25474;SH
Bonsbeuern;56864;RP
Bonstetten;86486;BY
Boock;17322;MV
Boock;39606;ST
Boos;55595;RP
Boos;56729;RP
Boos;87737;BY
Boostedt;24598;SH
Bootz;19357;BB
Bopfingen;73441;BW
Boppard;56154;RP
Borchen;33178;NW
Bordelum;25852;SH
Bordelumsiel;25821;SH
Bordesholm;24582;SH
Boren;24392;SH
Börfink;54422;RP
Borgdorf-Seedorf;24589;SH
Borgentreich;34434;NW
Börger;26904;NI
Börgerende;18211;MV
Borgholzhausen;33829;NW
Borgisdorf;14913;BB
Borgsdorf;16556;BB
Borgstedt;24794;SH
Borgsum;25938;SH
Borgwedel;24857;SH
Borken;4916;BB
Borken;34582;HE
Borken;46325;NW
Borkheide;14822;BB
Bork-Lellichow;16866;BB
Borkow;19406;MV
Borkum;26757;NI
Borkwalde;14822;BB
Borler;53539;RP
Börm;24863;SH
Born;18375;MV
Born;39345;ST
Borna;4552;SN
Borne;14806;BB
Borne;39435;ST
Börnecke;14828;BB
Börnersdorf-Breitenau;1825;SN
Bornhagen;37318;TH
Bornheim;53332;NW
Bornheim;55237;RP
Bornheim;76879;RP
Bornholt;25557;SH
Bornholt;25725;SH
Bornhöved;24619;SH
Bornich;56348;RP
Börnichen;9437;SN
Börnicke;14641;BB
Börnicke;16321;BB
Bornitz;6712;ST
Bornow;15848;BB
Bornower Ausbau;15848;BB
Bornsdorf;15926;BB
Bornsen;29413;ST
Börnsen;21039;SH
Bornsmühle;56346;RP
Bornstedt;6295;ST
Bornstedt;39343;ST
Bornum;39264;ST
Borod;57614;RP
Borrentin;17111;MV
Borrishaag;24405;SH
Börrstadt;67725;RP
Börsborn;66904;RP
Borsch;36419;TH
Borsdorf;4451;SN
Borsfleth;25376;SH
Börslingen;89177;BW
Börßum;38312;NI
Borstel;23845;SH
Borstel;24616;SH
Borstel;27246;NI
Borstel-Hohenraden;25494;SH
Borstendorf;9579;SN
Borstorf;23881;SH
Börtlingen;73104;BW
Borxleben;6556;TH
Börzow;23936;MV
Bosau;23715;SH
Bosbüll;25899;SH
Bösby;24354;SH
Bösbyfeld;24354;SH
Bösdorf;24306;SH
Bösdorf;39359;ST
Böseckendorf;37339;TH
Bösel;26219;NI
Bosenbach;66887;RP
Bösenbrunn;8606;SN
Bösingen;78662;BW
Bösleben-Wüllersleben;99310;TH
Bösodenbacherhof;67742;RP
Boßdorf;6895;ST
Bössow;23936;MV
Botelsdorf;19205;MV
Bötersen;27367;NI
Bothel;27386;NI
Bothenheilingen;99947;TH
Bothkamp;24250;SH
Bottenbach;66504;RP
Bottendorf;6571;TH
Böttingen;78583;BW
Bottmersdorf;39164;ST
Bottrop;46236;NW
Bottrop;46238;NW
Bottrop;46240;NW
Bottrop;46242;NW
Bottrop;46244;NW
Bötzingen;79268;BW
Bötzow;16727;BB
Bous;66359;SL
Bovenau;24796;SH
Bovenden;37120;NI
Bowiesen;97957;BW
Boxberg;2943;SN
Boxberg;54552;RP
Boxberg;97944;BW
Böxlund;24994;SH
Braak;22145;SH
Brachbach;57555;RP
Brachems;56727;RP
Brachstedt;6188;ST
Brachtendorf;56761;RP
Brachttal;63636;HE
Brachwitz;6198;ST
Brachwitz;14822;BB
Brackel;21438;NI
Brackenberg;37127;NI
Brackenheim;74336;BW
Braderup;25923;SH
Brädikow;14641;BB
Brahlstorf;19273;MV
Brahmenau;7554;TH
Brahmow;3096;BB
Brake;26919;NI
Brakel;33034;NW
Bralitz;16259;BB
Brambach;6862;ST
Brammer;24793;SH
Bramsche;49565;NI
Bramstedt;27628;NI
Bramstedtlund;25926;SH
Brand;95682;BY
Brande-Hörnerkirchen;25364;SH
Brandenburg;14770;BB
Brandenburg;14772;BB
Brandenburg;14774;BB
Brandenburg;14776;BB
Brandenstein;39307;ST
Brand-Erbisdorf;9618;SN
Branderoda;6632;ST
Brandfeld;89335;BY
Brandhof;73453;BW
Brandhorst;6785;ST
Brandis;4821;SN
Brandis;4916;BB
Brandmoor;25791;SH
Brandscheid;54608;RP
Brandscheid;56459;RP
Brandshagen;18519;MV
Brannenburg;83098;BY
Braschwitz;6188;ST
Bräsen;6862;ST
Brattendorf;98673;TH
Braubach;56338;RP
Brauneberg;54472;RP
